ID_TA,Cuisine Style
d7211474,"German,Vegetarian Friendly"
d11951673,"Bar,Mediterranean,Greek"
d12404527,Vietnamese
d1153049,Mediterranean
d1099621,Barbecue
d13139047,"Indian,Asian,Vegetarian Friendly"
d7850012,"Quick Bites,Cafe"
d11958324,"Italian,Pizza,European"
d12571607,"Asian,Thai"
d10076062,Cafe
d10488130,"Asian,Vietnamese"
d5971427,Spanish
d10811036,"Cafe,European,Scandinavian"
d5506292,"Pizza,Vegetarian Friendly"
d12164454,French
d1327141,Italian
d8414125,"French,Swiss,European"
d13279636,"French,Bar,Pub"
d5522002,"Lebanese,Moroccan,Mediterranean"
d10201077,"Quick Bites,Chinese,Fast Food"
d12452377,"Italian,Pizza,Mediterranean"
d11793939,Cafe
d10467094,"European,Portuguese"
d10146454,"Bar,British,Pub"
d10041332,"Bakeries,International"
d8853180,African
d9456607,Seafood
d10301071,Cafe
d7360304,Cafe
d8362902,"Italian,Spanish,Argentinean"
d10789401,Cafe
d8788057,"European,Vegetarian Friendly"
d12061819,Irish
d9750236,"Italian,Fast Food,Emilian"
d9788399,French
d8338380,"Italian,Cafe,Vegetarian Friendly"
d2146131,German
d12535679,"Italian,Pizza"
d12789180,"European,Czech"
d5850350,"Vegetarian Friendly,Vegan Options"
d12950509,"Bar,Pub"
d13239000,"Cafe,Pub,Gastropub"
d11809877,"Healthy,Vegetarian Friendly,Vegan Options"
d13504772,"Italian,Vegetarian Friendly"
d1411212,"Fast Food,Spanish"
d4923344,Turkish
d8482195,"Asian,Thai"
d10553180,Japanese
d9740773,Cafe
d8601922,"German,Cafe,European"
d5852650,Dessert
d8530236,"Bar,Pub"
d1039025,"German,Bar,Cafe"
d12025919,"Quick Bites,Cafe"
d12322498,Cafe
d5981575,Italian
d10735138,"Fast Food,Spanish"
d9999347,"Dutch,European"
d6380666,Spanish
d12862570,"Asian,Fusion,Diner"
d8393660,Cafe
d11444792,"Cafe,Vegetarian Friendly"
d11964473,"Italian,Bar,Pub"
d9737054,Cafe
d12216087,Spanish
d12907448,"Specialty Food Market,Italian,Pizza"
d7045483,Quick Bites
d8471958,"European,Portuguese"
d8333948,Specialty Food Market
d11768556,"French,Cafe,Fast Food"
d11916139,"European,Czech,Eastern European"
d11711074,"European,Portuguese"
d10872699,"Polish,European"
d10782337,Fast Food
d4776631,"British,Scottish"
d6704366,"European,Gluten Free Options"
d8741684,Cafe
d11434812,French
d12207700,"Quick Bites,Fast Food"
d7753684,"Mediterranean,Spanish,Vegetarian Friendly"
d12420840,"Quick Bites,Cafe"
d1346077,"European,Croatian"
d10274660,Cafe
d11979495,"Mediterranean,Spanish"
d5954906,French
d7171641,"Moroccan,Mediterranean"
d10109714,"European,Portuguese"
d8461747,"French,Moroccan,Mediterranean"
d9758853,Fast Food
d9829783,"Italian,Pizza"
d5986456,"Austrian,European,Central European"
d9810973,"Chinese,Asian,Vietnamese"
d11718885,Spanish
d11666692,Cafe
d10624148,"Japanese,Sushi"
d4167330,"Central European,Vegetarian Friendly,Vegan Options"
d12681755,"Dessert,Cafe,Vegetarian Friendly"
d13126863,"Bar,Mediterranean,European"
d11929423,"Chinese,Japanese,Sushi"
d8692514,"Chinese,Filipino,Seafood"
d5931811,"French,Bar,European"
d10035223,Vegetarian Friendly
d7178729,Street Food
d10832992,"Polish,European"
d7032593,"American,Fast Food,Vegetarian Friendly"
d12322168,"Japanese,Sushi,Asian"
d8287553,Deli
d7620381,Cafe
d10188766,Chinese
d10815488,"Dutch,European"
d4911298,"Indian,Asian,Vegetarian Friendly"
d2013398,"Cafe,Vegetarian Friendly"
d6961700,"Italian,Vegetarian Friendly"
d11596409,Steakhouse
d1496003,"Mediterranean,Vegetarian Friendly,Vegan Options"
d7619745,French
d959085,Vegetarian Friendly
d1319580,Vegetarian Friendly
d12212086,"Japanese,Sushi,Asian"
d7615995,French
d12674241,Spanish
d1344531,"Italian,Pizza,European"
d8753514,"Italian,Vegetarian Friendly"
d998022,Spanish
d13129650,Vietnamese
d12215220,"Italian,Bar,Pizza"
d13082910,"Cafe,British,Vegetarian Friendly"
d12632479,"Italian,Pizza,Vegetarian Friendly"
d11822541,"German,Vegetarian Friendly"
d10822558,"Fast Food,Spanish"
d12956383,Japanese
d7067872,International
d10467508,"Belgian,European"
d11500668,Cafe
d10026275,"Mediterranean,Spanish"
d7990553,Cafe
d697489,"Mediterranean,Spanish,Vegan Options"
d10160935,"Asian,Thai"
d10662137,"Brazilian,European,Portuguese"
d5964501,"European,Diner,Portuguese"
d13081831,"Polish,European"
d947430,"German,Vegetarian Friendly"
d1359319,"Italian,Mediterranean,European"
d8479714,"Bakeries,Cafe,Deli"
d6201738,"Italian,Pizza,Vegetarian Friendly"
d5519135,"Italian,Pizza"
d9750098,Turkish
d10285148,"European,Portuguese"
d4844059,Cafe
d9819286,"European,Portuguese"
d8097708,American
d6935701,"Cafe,Healthy"
d12826485,"Dessert,Cafe,Vegetarian Friendly"
d10449150,"Dessert,European,Danish"
d11802066,"Cafe,Vegetarian Friendly"
d4148855,"German,Swiss,European"
d9877436,Cafe
d12323706,"Italian,Pizza,European"
d10509453,"French,Cafe,Vegetarian Friendly"
d10335983,"Cafe,Vegetarian Friendly,Vegan Options"
d8672746,"Italian,Wine Bar"
d13421037,"Italian,Pizza,Vegetarian Friendly"
d8733137,"Cafe,European,Vegetarian Friendly"
d9605960,French
d5496500,Cafe
d8787538,"European,Danish"
d1356015,Italian
d5122849,Italian
d9789365,Spanish
d8531697,German
d11928149,Cafe
d8462270,Spanish
d6726759,French
d12238910,"Dutch,Seafood,International"
d10341101,European
d1336899,"Chinese,Cantonese"
d5851593,"Cafe,Vegetarian Friendly"
d2321413,"Bar,Spanish,Pub"
d7181186,"French,Bar,Cafe"
d7061079,Cafe
d12378996,Italian
d11788852,Cafe
d12192052,"Belgian,European"
d10716310,"German,Vegetarian Friendly"
d13190177,"Japanese,Vegetarian Friendly,Vegan Options"
d8474890,"Cafe,Vegetarian Friendly,Vegan Options"
d10069335,"Spanish,Vegetarian Friendly,Gluten Free Options"
d11857642,"American,Pizza"
d12141502,"Dessert,French"
d5011008,"Dessert,European"
d8068547,"Spanish,Vegetarian Friendly"
d12155292,"Chinese,Asian,Thai"
d11687199,"Italian,Pizza"
d10392545,"Bar,Barbecue,European"
d11713844,"Lebanese,Fast Food,Mediterranean"
d11983289,"Dessert,Deli"
d6641357,"European,Swedish,Scandinavian"
d2325542,"Italian,Seafood,Mediterranean"
d7953199,"Bakeries,Cafe"
d12878264,"Belgian,European"
d7755777,"European,Central European,Vegetarian Friendly"
d11706130,African
d5581103,"Greek,Vegetarian Friendly"
d11629649,Italian
d12181618,"Vietnamese,Vegetarian Friendly"
d5895042,French
d11852969,"Cafe,European,Portuguese"
d13125943,Cafe
d5778069,Fast Food
d9557939,"Dutch,Bar,European,Pub"
d13008535,Healthy
d11688396,"American,Steakhouse,Barbecue"
d12094923,French
d10431069,Cafe
d10517142,South American
d8339648,Italian
d12255549,"Cafe,Vegetarian Friendly"
d5583545,Fast Food
d4910737,Fast Food
d7003290,Austrian
d7714826,Spanish
d5865670,"Italian,Pizza"
d2053313,"Indian,Vegetarian Friendly,Vegan Options"
d1332788,Greek
d9767510,"Swiss,Bar,Cafe"
d9717122,"Vegetarian Friendly,Vegan Options"
d11703985,"Italian,European,Central European"
d7349863,American
d8782965,Indian
d7367629,"Italian,Mediterranean,Vegetarian Friendly"
d9452660,Cafe
d8339773,Italian
d11984905,Soups
d1344184,"German,Vegetarian Friendly"
d12127413,Chinese
d12806137,"International,European,Greek"
d5122098,"Cafe,Vegetarian Friendly,Vegan Options"
d4809095,"European,Portuguese"
d12431424,Cafe
d9731210,"Austrian,European"
d6276909,"Bar,Mediterranean,European"
d2069188,"German,Barbecue,European"
d12670810,French
d7251714,"Italian,French,Pizza"
d13126117,Italian
d12430910,"Japanese,Sushi,Asian"
d9581221,Japanese
d9882107,"Italian,Mediterranean"
d10501475,"Austrian,Cafe,Fast Food"
d1329781,"Caribbean,Cajun & Creole,International"
d9750862,Spanish
d13108922,"Italian,Mediterranean,Lombard"
d10815291,"Japanese,Sushi,Asian"
d10028345,Mediterranean
d12087969,Pizza
d12155241,Spanish
d13172157,Greek
d6200985,Vegetarian Friendly
d11965418,"Thai,Vegetarian Friendly"
d12657453,"French,European,Contemporary"
d6697361,Italian
d5488978,Steakhouse
d9736438,French
d10751621,"Steakhouse,Fast Food"
d5080712,Cafe
d5264459,French
d8339853,Pizza
d12530861,"Dessert,Vegetarian Friendly"
d10396847,"French,Bar,Pub"
d8339797,"Italian,Cafe,Vegetarian Friendly"
d5809843,French
d10733501,"Italian,International,Mediterranean"
d6988995,"Fast Food,Turkish,Vegetarian Friendly"
d8786577,"Bar,Cafe,European"
d2153168,Vegetarian Friendly
d4910692,Middle Eastern
d12149248,"European,Portuguese"
d1039059,"Turkish,Middle Eastern,Vegetarian Friendly"
d964516,"Bar,Pub,Wine Bar"
d12406630,Cafe
d7705085,Italian
d8485758,Vegetarian Friendly
d6985483,"European,Scandinavian"
d12621405,"European,Portuguese"
d11881289,Vietnamese
d4925072,"Quick Bites,Fast Food"
d8611027,Cafe
d11810618,Cafe
d11921254,"Cafe,Mediterranean,Spanish"
d11953102,Spanish
d11547467,"Cafe,Vegan Options"
d7283061,"Steakhouse,Mediterranean,Spanish"
d5870730,Spanish
d10004354,Seafood
d12546929,"Italian,Pizza,Southern-Italian"
d5779752,"French,Bar,Pub"
d12076815,"Italian,Pizza"
d10026670,"Mediterranean,Greek"
d12207498,"Austrian,European,Central European"
d11779213,"Vegetarian Friendly,Vegan Options"
d6902622,"European,Portuguese"
d997456,"Spanish,Vegetarian Friendly"
d6440870,"Italian,Pizza,Seafood"
d5486339,Mexican
d10087488,"Italian,Mediterranean"
d10468925,"Brazilian,Fast Food,South American"
d5122724,Turkish
d718419,European
d9751133,"German,Cafe,European"
d12670824,"Quick Bites,Seafood,Fast Food"
d1946076,French
d12447534,"European,Scandinavian,Danish"
d5791730,Fast Food
d11689224,Italian
d10754220,Chinese
d8393556,Turkish
d12208688,"Spanish,South American"
d12404633,"Indian,Vegetarian Friendly"
d6715442,"Bar,Spanish,Pub"
d5617347,Spanish
d10679589,Dessert
d13129071,Chinese
d8320224,French
d4844994,Dutch
d7160729,"European,Scandinavian"
d8853237,"Cafe,Deli"
d5486633,Dessert
d4363770,"Chinese,Asian"
d11668002,Pizza
d9836681,"Bar,Pub"
d11952754,Cafe
d8432085,"Bar,Cafe,Spanish"
d12449962,"Japanese,Sushi,Asian"
d12562867,"European,Swedish"
d9797930,Italian
d12671975,"Italian,Vegetarian Friendly,Vegan Options"
d8861490,"Italian,Pizza"
d12143894,Spanish
d5267806,"Vegetarian Friendly,Vegan Options"
d12506172,"Belgian,Bar,European"
d5122044,Caribbean
d11651307,Healthy
d12065275,"Steakhouse,Cafe,Barbecue"
d10686379,"Cafe,Vegetarian Friendly"
d6159015,"Italian,Mediterranean,Vegetarian Friendly"
d8834124,"Swiss,European"
d8809828,Cafe
d8681805,"Bakeries,Cafe"
d5489148,"Spanish,Vegetarian Friendly,Vegan Options"
d11992818,Cafe
d7117216,"Polish,European"
d9807467,Cafe
d9788504,"Indian,Fast Food,Middle Eastern"
d6947757,"Bakeries,Cafe"
d9882946,French
d12687303,"Vegetarian Friendly,Vegan Options"
d8018289,Fast Food
d12690406,Spanish
d12657757,"Spanish,Vegetarian Friendly"
d10076264,"European,Swedish"
d13116812,"Specialty Food Market,Seafood"
d997217,"Pizza,Mediterranean"
d12446122,"Cafe,European,Portuguese"
d12875961,Pizza
d8487293,"Italian,Bar,Cafe"
d7710664,Cafe
d9980695,"Japanese,Sushi"
d11644314,"Cafe,Spanish"
d10177098,"European,Swedish"
d12551161,"Indian,Vegetarian Friendly"
d8603353,"Asian,Vietnamese"
d10342481,"Chinese,Asian"
d12323332,French
d10025251,"Sushi,Asian"
d2143292,German
d10045197,"Cafe,Wine Bar"
d10100669,French
d11706123,Spanish
d11970034,"Italian,Cafe"
d10821966,"American,Fast Food"
d8500419,Cafe
d11960638,"French,European"
d10028212,"Polish,European"
d5447976,"Cafe,British"
d8339661,Italian
d12926349,"Dessert,Cafe,Vegetarian Friendly"
d8428994,"Pizza,Pub"
d12115633,Vegetarian Friendly
d10065467,"Dutch,Seafood,European"
d11658048,"Fast Food,Turkish,Middle Eastern"
d12286063,"Bar,Vegetarian Friendly,Vegan Options"
d12220611,Vegan Options
d11925969,"Polish,Cafe,European"
d13088986,"French,European,Wine Bar"
d9740137,"Italian,French,Pizza"
d12244219,"European,Portuguese"
d12063465,Cafe
d7228973,"Peruvian,South American"
d12154545,"Austrian,Cafe,European"
d10518171,Vegetarian Friendly
d12780255,"Bar,European,Pub"
d1039303,"Bakeries,German,Cafe"
d12950426,"International,European,British"
d2153083,Spanish
d10748664,Vegetarian Friendly
d8431344,Spanish
d7607432,"Bakeries,Italian,Bar"
d11876122,Spanish
d12130008,"Fast Food,Middle Eastern"
d1035463,European
d1072910,"Bar,Pub"
d5812266,"French,Mediterranean"
d1336072,French
d11979448,"European,Portuguese"
d3482628,"Austrian,European,South American"
d7992707,"Mediterranean,Spanish"
d10306163,Cafe
d10804548,Healthy
d7023747,Fast Food
d5804498,French
d6487941,"International,European,Fusion"
d11737367,"Pizza,International"
d4923298,Fast Food
d8560617,Spanish
d10766236,"Bar,European,Gastropub"
d10509826,"Japanese,Fast Food,Sushi"
d12896617,"Italian,Pizza,Vegetarian Friendly"
d8749259,"Cafe,Fast Food"
d6850220,French
d12286389,"Cafe,European,Portuguese"
d5768921,Indian
d10149327,Cafe
d8340766,"Italian,Bar,Cafe"
d4801128,French
d11701729,"Cafe,Vegetarian Friendly,Vegan Options"
d9566645,"Turkish,Middle Eastern,Halal"
d9730844,Cafe
d12435113,Healthy
d11871578,"Mediterranean,Spanish"
d11331461,"Bar,Pub"
d12621244,"Fast Food,Turkish,Middle Eastern"
d10147878,Specialty Food Market
d9729928,Cafe
d9453335,Gluten Free Options
d12972370,"Fast Food,Vegetarian Friendly,Vegan Options"
d8779173,"Fast Food,Middle Eastern,Vegetarian Friendly,Vegan Options"
d10522663,"European,Czech"
d10087366,Pub
d5220267,Chinese
d10231052,"French,Belgian,Fast Food"
d7892771,Deli
d12162462,"Polish,European,Eastern European"
d11749959,"Fast Food,Turkish,Middle Eastern"
d7189327,Mediterranean
d10308777,Chinese
d5795074,"Italian,Pizza"
d5510509,Pizza
d10341158,Seafood
d10380161,American
d8340787,"Italian,Vegetarian Friendly"
d8557368,Spanish
d12022065,French
d7332382,French
d8605624,"French,Wine Bar"
d12252123,"Asian,Indonesian,Vegetarian Friendly"
d10786375,Fast Food
d4557437,"German,European"
d12822105,Japanese
d8084449,Cafe
d5040457,"Chinese,Seafood,Asian"
d11643528,"Italian,Pizza,Mediterranean"
d8339196,"Italian,Bar,Cafe"
d1405632,"French,European"
d12614946,"Lebanese,Mediterranean,Middle Eastern"
d12219942,"Italian,French,European"
d10804383,"Cafe,Vegetarian Friendly"
d5776027,Spanish
d11910334,"Mediterranean,Spanish,Vegan Options"
d12535806,"Italian,Mediterranean,Vegetarian Friendly"
d12644140,"Japanese,Sushi,Asian"
d7061319,"Belgian,European,Vegetarian Friendly"
d7852151,"Bar,Spanish,Pub"
d12859960,"Bakeries,Cafe"
d8498634,"Fast Food,European,Portuguese"
d12548436,"Quick Bites,Cafe"
d5580998,Cafe
d8068451,"Chinese,Asian"
d12177599,"Chinese,Asian,Thai"
d11967172,"Cafe,Vegan Options"
d9873614,"Swedish,Vegetarian Friendly,Vegan Options"
d11436157,"Brazilian,Barbecue,European"
d9567403,"Moroccan,Mediterranean,Middle Eastern"
d10310146,"Bar,British,Pub"
d10518737,"Moroccan,Fast Food,Mediterranean"
d5800076,French
d8774312,"Chinese,Cafe"
d11800802,"Lebanese,Mediterranean,Middle Eastern"
d8672834,"Chinese,Asian,Vegetarian Friendly"
d8289310,"Latin,Spanish,Colombian"
d11595119,"Pizza,Vegan Options"
d12969126,"Cafe,British,Soups"
d8809718,French
d8484049,"Bakeries,German,Austrian"
d11863038,"Japanese,Seafood,Sushi"
d10830690,"Fast Food,Turkish,Greek"
d8732721,"Italian,Pizza,Vegetarian Friendly"
d5243248,Chinese
d11836340,"Bakeries,Italian,Vegetarian Friendly"
d5794609,"Seafood,Mediterranean,Spanish"
d4298754,Cafe
d9747412,Pub
d9995784,"Fast Food,Asian,Thai"
d6853092,French
d12656261,"Italian,Pizza"
d5616973,"Quick Bites,Fast Food"
d7652402,"American,Vegetarian Friendly"
d12902263,"American,Bar,Pub"
d4910377,"Chinese,British"
d12598728,Cafe
d7815248,Cafe
d4586592,Greek
d8338352,Italian
d11953114,"Belgian,European"
d9732467,Bar
d5958948,"Vegetarian Friendly,Vegan Options"
d12963001,"Bar,Pub"
d11586956,French
d10558392,Pub
d12413396,"International,European,Vegetarian Friendly"
d8134063,Italian
d12879439,"Mediterranean,Spanish"
d13296939,"Mediterranean,European,Spanish"
d10061579,Cafe
d8462228,"Japanese,Sushi,Asian"
d12281790,Healthy
d13296811,"Italian,Seafood,Gluten Free Options"
d5795047,"Mediterranean,Spanish"
d8634514,"Italian,European"
d6702774,Vietnamese
d8011642,Spanish
d9845669,"Japanese,Sushi"
d8017782,Cafe
d10345546,"Chinese,Vegetarian Friendly"
d12868988,"Mediterranean,European,Portuguese"
d5851509,"Asian,Vietnamese,Vegetarian Friendly"
d8460599,Fast Food
d5285617,Fast Food
d10031140,"Greek,Healthy"
d5491218,"Spanish,Vegetarian Friendly"
d7125485,"Chinese,Japanese,Sushi"
d11719007,"Cafe,Deli"
d10469378,"Italian,Bar,Pub"
d8552415,Bakeries
d8543650,"German,European,Central European"
d5821106,"Italian,Pizza,Mediterranean"
d8674785,African
d1503901,"European,Vegetarian Friendly"
d10299791,British
d12868561,Contemporary
d12115275,"Dessert,Cafe,European"
d13323825,"Steakhouse,Barbecue,European"
d7755779,German
d10188822,"Italian,Seafood,Mediterranean"
d11548938,Italian
d11903783,"Bakeries,European,Swedish"
d4976318,"Bar,Cafe,Mediterranean"
d7687691,"Cafe,Vegetarian Friendly"
d1024683,"Italian,Mediterranean"
d5614276,Spanish
d8714197,"Cafe,Vegetarian Friendly"
d12097713,"Dessert,Vegetarian Friendly"
d12225614,"Polish,European"
d12231304,"Japanese,Sushi,Asian"
d6165816,"European,Portuguese"
d7138823,"Bar,Pub,Romagna"
d12941805,"Bar,Deli,Pub"
d7751484,"European,Portuguese"
d7124540,Cafe
d12143119,"European,Scandinavian"
d11832494,"French,European"
d10533210,Fast Food
d10454325,"European,Czech"
d10624281,"Mediterranean,Spanish"
d2655592,"Brazilian,European,Portuguese"
d5506079,"European,Croatian"
d1347853,"Italian,Pizza,Mediterranean"
d8434923,"European,Portuguese"
d12882182,French
d10622010,French
d4148776,"German,European,Central European"
d7349319,"Italian,Bar,Pub"
d5854830,Diner
d8841524,"Swiss,European"
d8630150,Turkish
d11750163,Fast Food
d7649083,"European,Portuguese"
d9777353,"Italian,Vegetarian Friendly,Vegan Options"
d7365730,Deli
d10547080,Mediterranean
d12691333,Turkish
d4458231,"French,Bar,European"
d5518254,Bar
d6527844,French
d11912843,"Asian,Pub"
d7080922,"Cafe,Vegetarian Friendly"
d954326,"European,Croatian,Central European"
d2440330,"Middle Eastern,Vegetarian Friendly"
d8339704,Italian
d7066914,"Mediterranean,Spanish"
d5873560,"Bar,Pub"
d6124738,"Mediterranean,Spanish"
d8566729,Dessert
d10621971,"French,Vegetarian Friendly"
d10911006,"Seafood,Mediterranean,Spanish"
d1967911,"European,Croatian,Vegetarian Friendly"
d8508319,"Specialty Food Market,International"
d5795031,"Bar,Mediterranean,Spanish"
d12456979,Vegetarian Friendly
d5794557,Spanish
d2615880,"European,Portuguese"
d10494780,Fast Food
d9463172,American
d6695281,"French,Brew Pub,Dining bars"
d11650771,"Bar,European,Gastropub"
d11929254,"Quick Bites,American,Fast Food"
d11955534,"European,Portuguese,Vegetarian Friendly"
d11876857,"Bakeries,Cafe,International"
d6496920,German
d4261090,Fast Food
d4587200,Dessert
d12086831,Spanish
d10050157,"Bar,Pub"
d12711650,"Italian,Pizza,Vegetarian Friendly"
d9885902,"Cafe,Swedish,Scandinavian"
d11716611,"Dessert,French,Cafe"
d2236359,"Italian,Seafood,Mediterranean"
d10525028,Dessert
d1495570,European
d7916833,Cafe
d10031781,"Bar,Pub"
d5979280,"European,Portuguese"
d10236447,Italian
d5486271,"Mediterranean,Spanish"
d10200779,Cafe
d7238261,Spanish
d8418105,"Georgian,Vegetarian Friendly"
d11701739,"Bar,International,Pub"
d9826575,"Quick Bites,American,Fast Food"
d9847743,"Cafe,Fast Food,Mediterranean"
d9981947,"Bar,Pub"
d9716385,"European,Hungarian,Vegetarian Friendly"
d12150807,"European,Scandinavian,Vegetarian Friendly"
d8277028,"Quick Bites,Fast Food"
d12070727,Mexican
d12532949,"Bar,Spanish,Pub"
d11660761,"European,Portuguese"
d12320798,"French,European,Wine Bar"
d11749666,Italian
d5826641,"Asian,Thai,Vietnamese"
d4800547,"Swiss,European,Central European"
d7807045,Cafe
d10092300,"Cafe,Fast Food"
d12631683,French
d7139057,French
d5614767,"Italian,Pizza"
d11723210,Bar
d12630857,"Asian,Indonesian"
d12378321,"Fast Food,Turkish,Pakistani"
d1997139,"American,Bar,Cafe"
d9567331,Cafe
d1039323,"German,Vegetarian Friendly"
d10019850,"Austrian,European,Vegetarian Friendly"
d12656426,"American,Peruvian,Latin"
d9784919,European
d7992446,"Bar,Pub,Wine Bar"
d10730878,"Seafood,Greek"
d11848992,Cafe
d11946275,"Italian,Pizza,Mediterranean"
d10467852,"Mediterranean,Spanish,South American"
d5615749,"Mediterranean,Spanish"
d12620594,"American,Deli"
d12404578,"Swiss,Pizza,Mediterranean"
d11897578,Vegetarian Friendly
d2088225,German
d5531673,Indian
d7596961,European
d990688,"Mediterranean,Spanish"
d10672994,Fast Food
d12402431,"Japanese,Asian,Vegetarian Friendly"
d5494154,"Japanese,Asian"
d5970231,"Spanish,Vegetarian Friendly"
d12966266,French
d7087699,"French,Wine Bar"
d8754974,"German,Vegetarian Friendly"
d5872663,Italian
d8595203,"American,Bar,Pub"
d8505276,Vegetarian Friendly
d11547915,Cafe
d5606685,Steakhouse
d9867336,"Dessert,Cafe,Deli"
d5520525,"German,Cafe,Vegetarian Friendly"
d5512431,"European,Croatian,Central European"
d8077868,"Bar,European,Pub"
d5493157,"Japanese,Sushi,Asian"
d6454308,"Bar,Cafe,Pub"
d1065755,"Indian,Asian,Vegetarian Friendly"
d8691297,Italian
d12170237,Spanish
d12662488,Italian
d11793228,French
d12029071,American
d9979957,Italian
d7068581,"Cafe,Vegetarian Friendly"
d6378842,"Cafe,Fast Food"
d8758028,"Cafe,Fast Food"
d12971683,Vegetarian Friendly
d12831436,"Sushi,Vietnamese"
d11749579,"American,Steakhouse,Grill"
d8735392,"European,Portuguese"
d997614,"Mediterranean,Spanish"
d5854683,Italian
d13189099,"American,Fast Food,Middle Eastern"
d9808405,"Seafood,Spanish"
d9455506,Cafe
d12986583,Healthy
d4925704,"Fast Food,Deli"
d10796424,"Dessert,Cafe"
d12580718,Healthy
d13222806,"French,European"
d8343795,"Italian,Pizza"
d13322773,Middle Eastern
d10529907,"Bar,European,Grill"
d11891423,"Mediterranean,Arabic"
d6435054,"French,European,Vegetarian Friendly"
d12192483,Vegetarian Friendly
d12484615,"European,Portuguese"
d4598872,"Italian,French"
d7045067,"European,Spanish,Vegetarian Friendly"
d7969774,"Austrian,European"
d5797798,French
d10886295,Cafe
d6943044,"Quick Bites,Fast Food,European"
d11979633,Fast Food
d10238246,Grill
d12207887,"Lebanese,Mediterranean,Middle Eastern"
d6209172,"Belgian,European"
d8026553,"Quick Bites,Cafe,Vegetarian Friendly"
d9699024,Contemporary
d10475863,Italian
d12367477,"Dessert,American,Cafe"
d12645981,"Lebanese,Mediterranean"
d7826709,"German,Vegetarian Friendly"
d9750956,Cafe
d11913077,"Mediterranean,Vegetarian Friendly"
d997944,"Mediterranean,Spanish,Catalan"
d1096385,"Seafood,Mediterranean,Spanish"
d9777421,"French,Bar,Pub"
d8339796,Italian
d13101881,Italian
d10323937,"European,Hungarian"
d10327902,Cafe
d9826259,"Bar,Pub"
d10777687,"European,Portuguese"
d12406066,"Quick Bites,Fast Food,Vegetarian Friendly"
d5615651,"Mediterranean,Spanish"
d12281218,Pizza
d5811557,French
d1905880,"Italian,Cafe"
d10755469,"American,Fast Food"
d7346381,"Cafe,Fast Food"
d8388717,Healthy
d10507796,"Brew Pub,Bar,Pizza"
d13448920,"European,Portuguese"
d12086554,Cafe
d5122167,"Quick Bites,Fast Food"
d5977304,"European,Portuguese"
d10485918,"Quick Bites,Bar,British"
d12971310,"Lebanese,Barbecue,Middle Eastern"
d717386,Spanish
d7047277,"French,Bar"
d12326513,"Italian,Seafood,Mediterranean"
d12367943,Deli
d5607874,German
d7286063,"Mediterranean,Spanish"
d6713389,"Cafe,European,Swedish"
