ID_TA,Cuisine Style
d7906376,$
d12172437,$
d8336708,$
d4768750,$$ - $$$
d8333948,$$ - $$$
d6922185,$
d11768556,$
d4924764,$
d11916139,$$ - $$$
d11711074,$$ - $$$
d10872699,$
d6704366,$$ - $$$
d8297597,$
d8834072,$$ - $$$
d5787737,$
d12207700,$
d7753684,$$ - $$$
d12420840,$
d4345739,$
d1346077,$$ - $$$
d10274660,$
d13002781,$
d11979495,$$ - $$$
d5954906,$$ - $$$
d7171641,$
d8461747,$
d12937099,$
d9758853,$
d5986456,$$ - $$$
d9810973,$
d12342022,$$ - $$$
d11718885,$
d10624148,$$ - $$$
d4167330,$$ - $$$
d4318784,$
d12681755,$
d13126863,$$ - $$$
d7108818,$$ - $$$
d6704114,$
d11929423,$
d8692514,$
d5931811,$$ - $$$
d10035223,$$ - $$$
d10832992,$$ - $$$
d7032593,$
d7020812,$
d12322168,$$ - $$$
d4768675,$
d5122257,$$ - $$$
d7620381,$$ - $$$
d10188766,$
d10815488,$$ - $$$
d12728815,$$ - $$$
d3863261,$
d4911298,$$ - $$$
d2013398,$$ - $$$
d6961700,$
d11596409,$$ - $$$
d1496003,$$ - $$$
d7619745,$$ - $$$
d959085,$
d8471854,$
d13197050,$$ - $$$
d4768413,$
d1319580,$$ - $$$
d10218265,$$ - $$$
d12212086,$
d7615995,$$ - $$$
d12674241,$$ - $$$
d1344531,$$ - $$$
d8753514,$
d998022,$
d10046841,$$ - $$$
d13129650,$$ - $$$
d12215220,$$ - $$$
d10427577,$
d7089395,$$ - $$$
d1346071,$
d786883,$$ - $$$
d13082910,$
d11910503,$$ - $$$
d12002313,$$ - $$$
d5972458,$$ - $$$
d12632479,$
d13288611,$
d4132762,$
d12228470,$$ - $$$
d11822541,$$ - $$$
d779486,$$ - $$$
d10822558,$
d5820715,$$ - $$$
d10805602,$$ - $$$
d5958887,$
d12956383,$$$$
d10026275,$$ - $$$
d7990553,$
d697489,$$ - $$$
d10662137,$$ - $$$
d5964501,$
d13081831,$
d947430,$$ - $$$
d4782958,$$ - $$$
d8383259,$
d1359319,$$ - $$$
d8479714,$
d6201738,$
d5519135,$
d9750098,$
d10285148,$
d5821519,$
d5058953,$
d4844059,$
d9819286,$
d4040640,$
d4168534,$
d6935701,$
d7916144,$$ - $$$
d4931818,$$$$
d12826485,$$ - $$$
d10449150,$
d11802066,$
d4148855,$
d9877436,$
d1071804,$$ - $$$
d1359963,$$ - $$$
d4414980,$$ - $$$
d12323706,$
d10509453,$
d2035885,$
d10335983,$
d10146360,$$ - $$$
d8672746,$$ - $$$
d10831953,$$ - $$$
d13421037,$$ - $$$
d8733137,$$ - $$$
d5496500,$$ - $$$
d8451223,$
d3933272,$
d10794914,$$ - $$$
d9789365,$$ - $$$
d8531697,$$ - $$$
d7992615,$
d11928149,$$ - $$$
d8462270,$$ - $$$
d1340196,$
d3561734,$
d13322678,$$ - $$$
d7252091,$
d2289774,$
d6726759,$
d12674783,$$ - $$$
d8801895,$$ - $$$
d12238910,$$ - $$$
d5491342,$
d1336899,$
d5851593,$
d4133810,$
d4225914,$
d7181186,$$ - $$$
d6999656,$$ - $$$
d11788852,$
d12192052,$$ - $$$
d5614311,$
d3973615,$
d13144654,$$ - $$$
d10716310,$$ - $$$
d10928392,$$ - $$$
d3607474,$$ - $$$
d13190177,$$ - $$$
d8474890,$
d10069335,$$ - $$$
d12141502,$$ - $$$
d5011008,$$ - $$$
d8068547,$$ - $$$
d8528925,$
d11687199,$
d5825478,$
d10192941,$$ - $$$
d2699141,$$ - $$$
d10392545,$$ - $$$
d7357040,$$ - $$$
d11713844,$
d11983289,$$ - $$$
d6641357,$$ - $$$
d10202484,$$ - $$$
d5976473,$$ - $$$
d7953199,$
d12878264,$$ - $$$
d7755777,$$ - $$$
d7687655,$
d13272276,$$ - $$$
d11547347,$
d5581103,$$ - $$$
d11629649,$$ - $$$
d12181618,$$ - $$$
d8624540,$$ - $$$
d11852969,$
d8022957,$$ - $$$
d5778069,$
d3252702,$$ - $$$
d11688396,$$ - $$$
d12005035,$$ - $$$
d9852007,$
d7720210,$
d11917969,$
d12094923,$$ - $$$
d12716810,$
d12578664,$$ - $$$
d13201288,$$ - $$$
d8339648,$
d12255549,$
d4910737,$
d7003290,$$ - $$$
d7714826,$
d2053313,$
d1332788,$$ - $$$
d3929229,$
d9767510,$$ - $$$
d1798785,$$ - $$$
d9717122,$
d7705000,$$ - $$$
d11703985,$$ - $$$
d7349863,$
d10733472,$
d8782965,$$ - $$$
d7367629,$$ - $$$
d9452660,$
d8339773,$
d11984905,$
d1965826,$
d4150090,$
d1344184,$$ - $$$
d12127413,$$ - $$$
d3902952,$$ - $$$
d12806137,$$ - $$$
d3723806,$$ - $$$
d740223,$$ - $$$
d5122098,$$ - $$$
d4809095,$$ - $$$
d1087793,$$ - $$$
d6276909,$$ - $$$
d7092893,$$ - $$$
d2069188,$$ - $$$
d697294,$$ - $$$
d12874525,$$ - $$$
d12670810,$$ - $$$
d7251714,$
d12430910,$$ - $$$
d13291091,$$ - $$$
d9581221,$$ - $$$
d10501475,$
d1329781,$$ - $$$
d9750862,$$ - $$$
d13108922,$$ - $$$
d10815291,$$ - $$$
d10028345,$$ - $$$
d3498760,$
d6857166,$$ - $$$
d13172157,$$ - $$$
d6200985,$
d8462996,$$ - $$$
d11965418,$$ - $$$
d12657453,$$ - $$$
d6697361,$
d5488978,$
d9736438,$
d10279161,$
d3647031,$
d8093048,$$ - $$$
d12533497,$$ - $$$
d5080712,$
d5264459,$$ - $$$
d8339853,$
d8356681,$
d3433011,$$ - $$$
d12530861,$
d5895400,$$ - $$$
d10396847,$
d743846,$$ - $$$
d8339797,$
d7277852,$
d780905,$$ - $$$
d7886352,$$ - $$$
d1016030,$$ - $$$
d5809843,$$ - $$$
d10733501,$$ - $$$
d6988995,$
d4925682,$
d8786577,$
d10845906,$
d2153168,$
d1039059,$$ - $$$
d964516,$$ - $$$
d778850,$
d12406630,$$ - $$$
d7705085,$$ - $$$
d8297631,$
d8827469,$$ - $$$
d9744760,$
d8485758,$
d12621405,$
d11881289,$$ - $$$
d13005906,$$ - $$$
d4925072,$
d8611027,$
d13230314,$$ - $$$
d11921254,$$ - $$$
d11953102,$
d11547467,$$ - $$$
d7283061,$$ - $$$
d5870730,$$ - $$$
d4150372,$$ - $$$
d4778786,$
d12546929,$
d5779752,$$ - $$$
d5888656,$
d720335,$$ - $$$
d10026670,$$ - $$$
d6979679,$
d12207498,$$ - $$$
d4366659,$$ - $$$
d11779213,$$$$
d8581485,$
d997456,$$ - $$$
d6440870,$$ - $$$
d5933896,$$ - $$$
d5486339,$$ - $$$
d10087488,$$ - $$$
d12910880,$$ - $$$
d10468925,$
d8476392,$
d718419,$$ - $$$
d9751133,$$ - $$$
d12670824,$
d5794782,$
d5868271,$
d1946076,$$ - $$$
d8398466,$$ - $$$
d12447534,$$ - $$$
d5791730,$
d4745123,$
d11689224,$$ - $$$
d12670300,$$ - $$$
d8393556,$$ - $$$
d12690611,$
d12404633,$$ - $$$
d6715442,$$ - $$$
d7124548,$$ - $$$
d10679589,$
d13129071,$
d8320224,$$ - $$$
d4844994,$$ - $$$
d7160729,$$ - $$$
d12438465,$
d5486633,$$ - $$$
d719799,$
d4363770,$
d8432085,$$ - $$$
d12449962,$$ - $$$
d5768681,$
d2149612,$
d7742983,$$ - $$$
d4287848,$$ - $$$
d12741799,$
d12562867,$$ - $$$
d4831827,$
d7123785,$
d9797930,$$ - $$$
d12671975,$$ - $$$
d12741717,$$ - $$$
d10188698,$$ - $$$
d7905760,$$ - $$$
d8861490,$
d12143894,$
d4769028,$$$$
d5267806,$
d12506172,$
d5122044,$
d12065275,$$ - $$$
d10686379,$
d6159015,$
d4289290,$
d8681805,$$ - $$$
d5977490,$$ - $$$
d5489148,$
d11860525,$$ - $$$
d7117216,$$ - $$$
d2090197,$$ - $$$
d9788504,$
d5980933,$
d12431819,$$ - $$$
d6947757,$
d12609630,$$ - $$$
d9882946,$$ - $$$
d10170008,$
d5260486,$
d12687303,$
d8018289,$
d982905,$
d12657757,$$ - $$$
d6953569,$
d997217,$$ - $$$
d12446122,$
d8487293,$
d7710664,$$ - $$$
d9980695,$$ - $$$
d11644314,$
d10177098,$$ - $$$
d12551161,$$ - $$$
d9455589,$
d10785471,$$ - $$$
d8603353,$
d10342481,$
d12323332,$$ - $$$
d5107908,$$ - $$$
d10025251,$$ - $$$
d2143292,$$ - $$$
d10045197,$$ - $$$
d10100669,$$ - $$$
d5981136,$
d5794982,$
d8591991,$$ - $$$
d11706123,$$ - $$$
d7253981,$$ - $$$
d10821966,$
d5609103,$
d6525573,$
d8500419,$$ - $$$
d12990157,$$ - $$$
d5981619,$$ - $$$
d11960638,$$ - $$$
d815558,$$ - $$$
d1343435,$
d10028212,$$ - $$$
d5447976,$
d12231441,$$ - $$$
d12926349,$$ - $$$
d8428994,$
d12827471,$$ - $$$
d12115633,$$ - $$$
d10065467,$
d6367098,$
d5768822,$$ - $$$
d3137205,$$ - $$$
d11658048,$
d11722666,$$ - $$$
d12286063,$$ - $$$
d13115764,$
d12220611,$
d717370,$$ - $$$
d11925969,$
d13088986,$$ - $$$
d9740137,$$ - $$$
d12244219,$$ - $$$
d7228973,$$ - $$$
d12154545,$$ - $$$
d10518171,$
d12780255,$$ - $$$
d1039303,$$ - $$$
d12950426,$$ - $$$
d2153083,$$ - $$$
d7905913,$$ - $$$
d10748664,$$ - $$$
d9714765,$$ - $$$
d8431344,$$ - $$$
d7607432,$
d11876122,$
d12130008,$
d1035463,$$ - $$$
d1342548,$
d1072910,$
d12718154,$
d5812266,$$ - $$$
d1336072,$$ - $$$
d11979448,$$ - $$$
d3733613,$
d11698674,$
d13237776,$$ - $$$
d3482628,$
d10270613,$$ - $$$
d5422695,$
d7992707,$$ - $$$
d7277884,$
d7023747,$
d5804498,$$$$
d6487941,$$ - $$$
d11737367,$
d8560617,$
d1341444,$
d10766236,$$ - $$$
d10509826,$
d1095195,$$ - $$$
d12896617,$$ - $$$
d7312035,$$ - $$$
d8749259,$$ - $$$
d6850220,$$ - $$$
d12286389,$$ - $$$
d12231004,$
d10149327,$$ - $$$
d8340766,$$ - $$$
d11701729,$$ - $$$
d9566645,$
d9711563,$
d7993780,$
d12510320,$
d11871578,$$ - $$$
d8499674,$
d12621244,$
d7339798,$
d9729928,$
d9453335,$
d12972370,$
d12453191,$
d11717683,$$ - $$$
d10522663,$$ - $$$
d10087366,$$ - $$$
d10231052,$
d8737095,$
d7339905,$$ - $$$
d943635,$$ - $$$
d11674463,$$ - $$$
d2154708,$$ - $$$
d12179972,$$ - $$$
d12891749,$
d4769887,$$ - $$$
d12162462,$$ - $$$
d11749959,$
d7189327,$
d7277879,$
d8139611,$$ - $$$
d10341158,$$ - $$$
d8340787,$
d12022065,$
d7332382,$$ - $$$
d5037253,$
d13283785,$
d8605624,$$ - $$$
d785783,$$ - $$$
d4719391,$
d12882536,$$ - $$$
d12252123,$
d4557437,$$ - $$$
d8084449,$$ - $$$
d5040457,$$ - $$$
d1673481,$
d11643528,$$ - $$$
d8339196,$
d1405632,$$ - $$$
d12614946,$
d12219942,$$ - $$$
d10804383,$$ - $$$
d5776027,$$ - $$$
d1441087,$
d11910334,$$ - $$$
d6725843,$
d5797806,$
d1028107,$$ - $$$
d4560366,$
d12535806,$$ - $$$
d12644140,$$ - $$$
d7061319,$$ - $$$
d7852151,$$ - $$$
d8498634,$
d12548436,$$ - $$$
d942186,$$$$
d5580998,$$ - $$$
d8068451,$$ - $$$
d12177599,$
d11967172,$
d12790604,$
d12341587,$
d3330524,$$ - $$$
d1228728,$$$$
d12831589,$$ - $$$
d9873614,$$ - $$$
d11436157,$$ - $$$
d13173618,$$ - $$$
d9567403,$
d7129162,$
d10310146,$$ - $$$
d10518737,$
d5800076,$
d8774312,$$ - $$$
d11800802,$
d8672834,$$ - $$$
d8289310,$
d9857375,$$$$
d11595119,$$ - $$$
d8537653,$$ - $$$
d12969126,$
d8809718,$
d8484049,$$ - $$$
d11863038,$$ - $$$
d10830690,$
d8732721,$
d8099191,$
d3730706,$
d2222890,$$ - $$$
d11836340,$$ - $$$
d5523399,$$ - $$$
d5794609,$$ - $$$
d966362,$$ - $$$
d13189056,$
d4298754,$
d9747412,$
d9995784,$
d12571359,$$ - $$$
d4769501,$
d6853092,$$ - $$$
d5874521,$
d12656261,$$ - $$$
d5986308,$
d6959190,$
d5616973,$
d7277842,$$ - $$$
d7652402,$$ - $$$
d4105376,$
d12902263,$$ - $$$
d4910377,$
d12598728,$$ - $$$
d4829338,$
d12674982,$$ - $$$
d4136884,$$ - $$$
d7815248,$$ - $$$
d4586592,$
d5122169,$
d7263685,$
d11953114,$$ - $$$
d10314483,$$ - $$$
d5958948,$$ - $$$
d12963001,$
d11586956,$$ - $$$
d1044704,$$ - $$$
d10558392,$
d12413396,$$ - $$$
d8134063,$
d12879439,$
d12323594,$
d9787634,$
d12952578,$$ - $$$
d13296939,$$ - $$$
d10061579,$$ - $$$
d8462228,$$ - $$$
d5486581,$
d1872975,$
d13296811,$$ - $$$
d5795047,$
d8605418,$$ - $$$
d8634514,$$ - $$$
d6702774,$$ - $$$
d3537195,$$ - $$$
d8011642,$
d12828887,$$ - $$$
d7824431,$
d1337153,$
d9845669,$$ - $$$
d8017782,$
d10345546,$$ - $$$
d2239215,$
d12868988,$$ - $$$
d5851509,$
d8455218,$
d5285617,$
d7369470,$$ - $$$
d10031140,$
d5491218,$$ - $$$
d13307726,$$ - $$$
d7125485,$$ - $$$
d5820326,$
d12355863,$
d10469378,$
d8552415,$
d8543650,$$ - $$$
d1343499,$
d5821106,$
d966610,$$$$
d8776237,$$ - $$$
d6672557,$$ - $$$
d8674785,$$ - $$$
d1503901,$$$$
d4817723,$$ - $$$
d12868561,$$$$
d12115275,$$ - $$$
d13323825,$$ - $$$
d8454337,$
d7755779,$
d10188822,$$ - $$$
d11548938,$
d11903783,$$ - $$$
d9819883,$$ - $$$
d4976318,$
d7687691,$$ - $$$
d12675508,$
d5588422,$
d1024683,$$ - $$$
d5614276,$$ - $$$
d8714197,$$ - $$$
d12165523,$
d1355831,$$ - $$$
d12097713,$$ - $$$
d12225614,$$ - $$$
d7973887,$$ - $$$
d12622032,$
d12231304,$$ - $$$
d2159350,$$ - $$$
d4769127,$$ - $$$
d8861043,$$ - $$$
d6165816,$$ - $$$
d10471300,$
d7138823,$
d12941805,$
d6899331,$$ - $$$
d7751484,$
d2253636,$
d7124540,$$ - $$$
d12143119,$
d12134785,$
d10139004,$
d7364758,$$ - $$$
d11832494,$
d10454325,$
d10624281,$$ - $$$
d2655592,$$ - $$$
d2478443,$
d5506079,$$ - $$$
d1347853,$$ - $$$
d8434923,$$ - $$$
d3720862,$$ - $$$
d8497127,$$ - $$$
d5122899,$
d10622010,$
d4148776,$$ - $$$
d7349319,$
d10446651,$
d8559780,$$ - $$$
d5854830,$$ - $$$
d12012788,$$ - $$$
d8630150,$
d10401072,$
d4040092,$
d7649083,$
d9777353,$$ - $$$
d7365730,$
d3963348,$$ - $$$
d5122742,$
d12691333,$$ - $$$
d4458231,$$ - $$$
d1074525,$$ - $$$
d5799966,$$ - $$$
d12931341,$
d9745237,$$ - $$$
d5518254,$$ - $$$
d6527844,$$ - $$$
d7078161,$$ - $$$
d7223064,$
d12936857,$
d7827387,$$ - $$$
d5122271,$$ - $$$
d13313742,$$ - $$$
d11912843,$
d7080922,$
d10051163,$$ - $$$
d8708841,$
d954326,$$ - $$$
d2440330,$$ - $$$
d8339704,$$ - $$$
d5873560,$$ - $$$
d4066092,$$ - $$$
d8566729,$$ - $$$
d9800415,$$ - $$$
d10621971,$$ - $$$
d10911006,$$ - $$$
d1967911,$$ - $$$
d5795031,$
d8727830,$$ - $$$
d7277871,$
d5794557,$
d2615880,$$ - $$$
d9463172,$$ - $$$
d6695281,$
d9979393,$
d11650771,$$ - $$$
d11929254,$
d11856924,$$ - $$$
d11955534,$
d6496920,$$ - $$$
d4261090,$$ - $$$
d4587200,$
d7699457,$
d12086831,$$ - $$$
d8041061,$$ - $$$
d1344567,$
d4701000,$$ - $$$
d12711650,$$ - $$$
d9885902,$$ - $$$
d11716611,$$ - $$$
d2236359,$$ - $$$
d5267218,$$ - $$$
d10525028,$$ - $$$
d1495570,$$ - $$$
d7916833,$$ - $$$
d8533463,$$ - $$$
d6716162,$$ - $$$
d12949764,$$ - $$$
d12459553,$$ - $$$
d3936125,$$ - $$$
d5979280,$$ - $$$
d10236447,$$ - $$$
d5486271,$$ - $$$
d7680187,$
d10200779,$$ - $$$
d12674180,$$ - $$$
d7238261,$$ - $$$
d8418105,$$ - $$$
d11701739,$$ - $$$
d9826575,$
d13323876,$$ - $$$
d9847743,$
d12956484,$$ - $$$
d7699521,$
d9716385,$
d12150807,$$ - $$$
d753254,$$ - $$$
d12070727,$$ - $$$
d7810682,$$ - $$$
d9989853,$
d8773673,$$ - $$$
d12532949,$$ - $$$
d11660761,$$ - $$$
d12320798,$$ - $$$
d5826641,$$ - $$$
d4800547,$$ - $$$
d7807045,$$ - $$$
d7138364,$
d7139057,$$ - $$$
d5614767,$
d2518210,$$ - $$$
d10109757,$$ - $$$
d11723210,$$ - $$$
d12630857,$$ - $$$
d12378321,$
d11785655,$$ - $$$
d1997139,$$ - $$$
d9567331,$$ - $$$
d5822234,$$ - $$$
d1039323,$$ - $$$
d13223329,$
d10671294,$
d10019850,$
d13277890,$
d7343087,$
d12656426,$$ - $$$
d9784919,$$ - $$$
d12214066,$
d10084603,$
d8396040,$
d10730878,$$ - $$$
d11848992,$
d11946275,$$ - $$$
d3359924,$
d12968307,$$ - $$$
d8099667,$
d10467852,$$$$
d850487,$$ - $$$
d5615749,$$ - $$$
d12620594,$
d2363627,$$ - $$$
d12404578,$$ - $$$
d11897578,$$$$
d2088225,$$ - $$$
d5531673,$
d7596961,$
d990688,$$$$
d13074880,$$ - $$$
d12402431,$$ - $$$
d5494154,$$ - $$$
d5970231,$$ - $$$
d13121842,$$ - $$$
d12966266,$$ - $$$
d4555472,$
d1340832,$
d7087699,$
d12726919,$$ - $$$
d8754974,$$ - $$$
d7679064,$$ - $$$
d5872663,$
d12519431,$$ - $$$
d8595203,$$$$
d8505276,$
d10496558,$$ - $$$
d1873523,$$ - $$$
d5279806,$
d11865756,$
d5606685,$
d9867336,$$ - $$$
d988064,$$ - $$$
d5520525,$
d7350180,$
d13167018,$
d6641772,$$ - $$$
d5512431,$$ - $$$
d8077868,$
d5493157,$$ - $$$
d10802652,$
d12813124,$
d6454308,$
d1065755,$$ - $$$
d8339877,$
d8684350,$$ - $$$
d8691297,$
d1457285,$
d4767560,$
d12662488,$$ - $$$
d11793228,$$ - $$$
d9979957,$
d10836710,$
d696012,$$ - $$$
d1039123,$$ - $$$
d7068581,$$ - $$$
d7130390,$
d10036970,$
d10628811,$
d6378842,$
d12971683,$$ - $$$
d11749579,$$ - $$$
d8735392,$
d997614,$
d5854683,$
d7897025,$$ - $$$
d13189099,$$ - $$$
d9808405,$$ - $$$
d4925704,$
d8019533,$$ - $$$
d10796424,$$ - $$$
d13222806,$$ - $$$
d8343795,$
d13322773,$$ - $$$
d10529907,$$ - $$$
d6435054,$$ - $$$
d10110449,$
d7349353,$
d12192483,$$ - $$$
d1381664,$$ - $$$
d13121117,$$ - $$$
d12188872,$
d4757945,$$ - $$$
d12484615,$$ - $$$
d3172369,$
d4598872,$
d12850209,$
d11728948,$
d13167722,$$ - $$$
d9695214,$
d7045067,$$ - $$$
d7969774,$
d5797798,$$ - $$$
d5976726,$
d4289279,$$ - $$$
d6943044,$
d13223408,$$ - $$$
d12207887,$
d7149850,$$ - $$$
d6209172,$
d8026553,$$ - $$$
d9699024,$
d5122265,$
d10475863,$$ - $$$
d12367477,$
d12645981,$$ - $$$
d2424335,$$ - $$$
d7826709,$
d4102859,$$ - $$$
d9750956,$
d11913077,$$ - $$$
d997944,$$ - $$$
d1096385,$$ - $$$
d9777421,$$ - $$$
d8339796,$
d13101881,$$ - $$$
d10323937,$
d5326130,$$ - $$$
d9826259,$$ - $$$
d10777687,$$ - $$$
d12406066,$
d5615651,$
d4768364,$$ - $$$
d8497948,$
d5811557,$
d1905880,$$ - $$$
d10512503,$$ - $$$
d12728587,$$ - $$$
d10755469,$
d13199530,$$ - $$$
d2722819,$$$$
d7346381,$
d8388717,$
d10507796,$$ - $$$
d6924894,$
d787989,$$ - $$$
d12086554,$$ - $$$
d5122167,$
d7999501,$
d8618839,$
d12099522,$$ - $$$
d5977304,$
d10485918,$
d12971310,$
d717386,$$ - $$$
d7047277,$$ - $$$
d12326513,$$ - $$$
d7286063,$$ - $$$
d13172573,$
d12610408,$
d6713389,$
d10040682,$
d13220233,$$ - $$$
d12535699,$$ - $$$
d8341119,$$ - $$$
d9783576,$$ - $$$
d8772130,$$ - $$$
d7360770,$$ - $$$
d1342136,$
d991146,$
d11860142,$$ - $$$
d6692708,$$ - $$$
d12664134,$$ - $$$
d11711653,$$ - $$$
d10926213,$$ - $$$
d10003044,$$ - $$$
d8026396,$$ - $$$
d8524555,$$ - $$$
d11876551,$
d7235512,$
d2069643,$$ - $$$
d6966863,$
d13116981,$$ - $$$
d5512556,$
d8730099,$$ - $$$
d10836956,$
d12936902,$$ - $$$
d10695066,$
d11812830,$
d12208364,$$ - $$$
d8153728,$
d4959566,$
d8618833,$
d10674234,$$ - $$$
d6653264,$
d10062817,$$ - $$$
d3421243,$$ - $$$
d7660006,$$ - $$$
d7990588,$
d12473902,$$ - $$$
d12981267,$$ - $$$
d10050662,$$ - $$$
d8809879,$
d10713497,$
d1503562,$$ - $$$
d946743,$$ - $$$
d2200976,$$ - $$$
d7378502,$$ - $$$
d5292652,$
d11928573,$
d2191892,$$ - $$$
d4793696,$$ - $$$
d8153694,$$ - $$$
d1343502,$
d1355049,$$ - $$$
d8848372,$$ - $$$
d10335314,$$ - $$$
d4283792,$
d9879019,$
d10176456,$$ - $$$
d8708550,$$ - $$$
d7189037,$$ - $$$
d8411402,$
d9997534,$
d9831531,$
d3321229,$
d10720821,$
d5796613,$$ - $$$
d12403563,$$ - $$$
d8537755,$
d12327525,$$ - $$$
d5799101,$
d12321243,$$ - $$$
d2169754,$$ - $$$
d9829717,$
d12511619,$
d3847046,$$ - $$$
d10833730,$$ - $$$
d13140195,$$ - $$$
d6702770,$$ - $$$
d5798095,$$ - $$$
d7983598,$$ - $$$
d4061572,$
d12095408,$$ - $$$
d4767889,$
d8077436,$
d8036519,$
d9846471,$$ - $$$
d10445659,$
d8541480,$$ - $$$
d5609885,$$ - $$$
d7082842,$$ - $$$
d11905823,$
d1015444,$$ - $$$
d12883195,$$ - $$$
d8068453,$
d3793947,$$$$
d5977410,$
d1332913,$
d8826343,$
d4589336,$
d5791665,$
d8462225,$$ - $$$
d12142806,$
d8339717,$
d11704985,$$ - $$$
d12295897,$$ - $$$
d6153514,$$ - $$$
d12154935,$$$$
d7347214,$$ - $$$
d10801733,$$ - $$$
d13276861,$$ - $$$
d8605325,$
d12718013,$$ - $$$
d7124462,$$ - $$$
d8120908,$$$$
d3641959,$$ - $$$
d9995129,$
d5800050,$$ - $$$
d10810340,$
d10041378,$
d9790330,$$ - $$$
d8533511,$$ - $$$
d8624661,$$ - $$$
d13133240,$$ - $$$
d4356021,$
d4093382,$$ - $$$
d6881639,$
d12008895,$
d12181204,$
d6419152,$$ - $$$
d10712194,$$ - $$$
d2516012,$$ - $$$
d11504819,$$ - $$$
d8855240,$
d12918428,$$ - $$$
d8386594,$$ - $$$
d12002680,$
d10267314,$$ - $$$
d5972811,$
d8461905,$$ - $$$
d10028332,$$ - $$$
d9600857,$$ - $$$
d10681430,$
d8311059,$
d5506536,$
d9747762,$
