ID_TA,Cuisine Style
d12362761,22.0
d2708688,1.0
d12551161,19.0
d12714398,12.0
d10458829,2.0
d7124148,1.0
d13298288,37.0
d10045197,2.0
d12949974,7.0
d7083435,1.0
d3568532,1.0
d12926349,116.0
d8051417,2.0
d12331315,8.0
d13115764,7.0
d12950426,345.0
d8873363,1.0
d3250778,1.0
d5079223,1.0
d9731847,2.0
d12718154,6.0
d8715608,1.0
d10804548,5.0
d12342225,1.0
d3163336,3.0
d10188263,3.0
d4523130,3.0
d12844056,7.0
d9730844,2.0
d4782938,1.0
d11895709,5.0
d4176712,1.0
d5220267,4.0
d7810324,1.0
d9821093,1.0
d7316049,1.0
d7154757,1.0
d5788938,9.0
d11827759,2.0
d10478201,1.0
d13283785,33.0
d7277869,1.0
d12822105,2.0
d6610712,1.0
d2717760,1.0
d6479082,1.0
d12938820,6.0
d1441087,1.0
d7123968,2.0
d12535806,124.0
d8339966,1.0
d2626097,1.0
d12571872,4.0
d1045067,1.0
d12859960,2.0
d10463660,1.0
d8126733,1.0
d4894368,1.0
d13189918,4.0
d12345338,1.0
d8059389,1.0
d13313019,13.0
d7124099,1.0
d11890774,1.0
d8642360,3.0
d8020108,1.0
d8537653,1.0
d11804604,3.0
d8795367,1.0
d6484155,1.0
d12801621,3.0
d4523210,2.0
d6618592,1.0
d12872056,3.0
d12674982,3.0
d13083533,8.0
d11953114,59.0
d10314483,8.0
d5489499,5.0
d12963001,40.0
d4869692,1.0
d7124004,1.0
d7148431,1.0
d10073799,2.0
d12281790,1.0
d1381569,1.0
d970070,1.0
d13296811,25.0
d10400824,2.0
d3929215,1.0
d12712244,3.0
d12809213,3.0
d8339754,1.0
d4767800,1.0
d13307726,25.0
d9570812,2.0
d12415049,1.0
d7124403,2.0
d12353487,1.0
d12868561,6.0
d13296894,17.0
d1126334,1.0
d4769127,5.0
d12941805,3.0
d13090225,1.0
d6975911,1.0
d695169,1.0
d12438915,3.0
d12882182,7.0
d5037158,1.0
d11845274,1.0
d11905347,1.0
d2615209,1.0
d12691333,3.0
d8143844,2.0
d4768419,1.0
d12936857,20.0
d10782466,2.0
d13313742,664.0
d7274071,2.0
d9566719,1.0
d740562,1.0
d12794200,3.0
d12840183,29.0
d13087336,7.0
d12184436,1.0
d10119558,1.0
d10494780,5.0
d2403779,1.0
d11650771,261.0
d12086831,12.0
d10479257,2.0
d1044683,1.0
d11180137,1.0
d8336199,1.0
d1344567,6.0
d10227074,1.0
d1408643,1.0
d10031781,1.0
d997902,1.0
d7278591,2.0
d2333087,1.0
d12398758,2.0
d7755331,1.0
d5513568,3.0
d13323876,23.0
d12593503,4.0
d11815592,1.0
d10354535,1.0
d8773673,4.0
d12663216,1.0
d11807584,1.0
d12907038,2.0
d12243652,4.0
d10467852,34.0
d4295316,2.0
d13130305,2.0
d1346410,1.0
d12975733,53.0
d7704824,1.0
d12554985,2.0
d1520748,1.0
d6847457,1.0
d12170237,2.0
d12725106,3.0
d12459158,3.0
d1044859,1.0
d7009351,1.0
d12051419,1.0
d10036970,2.0
d12831436,1.0
d4191973,1.0
d12986583,1.0
d10613450,1.0
d11444223,4.0
d12511912,1.0
d7123300,1.0
d13222806,8.0
d13322773,9.0
d11891423,1.0
d12188872,1.0
d12595830,2.0
d4223621,1.0
d2303957,1.0
d9746329,4.0
d13138647,7.0
d12963283,5.0
d10686709,1.0
d10238246,1.0
d12207887,17.0
d1221241,1.0
d12901191,1.0
d2424335,1.0
d7246419,2.0
d5416433,2.0
d10121032,1.0
d5821532,1.0
d12681930,4.0
d12281218,1.0
d10595748,1.0
d10119696,1.0
d8286616,1.0
d12728587,18.0
d11749392,12.0
d697495,1.0
d13448920,11.0
d8618839,1.0
d12099522,142.0
d1336436,1.0
d12367943,1.0
d13172573,9.0
d12945767,2.0
d8341119,2.0
d12877045,1.0
d4567619,1.0
d10926213,3.0
d6654430,1.0
d2565207,1.0
d13002706,3.0
d1043452,1.0
d7257385,2.0
d7604609,3.0
d12323318,2.0
d953869,1.0
d964392,3.0
d4769835,2.0
d8356846,1.0
d12995124,1.0
d5823734,1.0
d10809300,1.0
d12856867,3.0
d12921238,1.0
d11672861,1.0
d11659486,1.0
d12403563,11.0
d12327525,6.0
d12484825,2.0
d12557369,5.0
d13140195,5.0
d2179931,1.0
d6408073,1.0
d11779008,2.0
d13001031,7.0
d12286589,2.0
d5793149,3.0
d12120952,1.0
d987862,1.0
d5977410,6.0
d7123807,1.0
d8339657,2.0
d11722642,1.0
d7002316,1.0
d12718013,15.0
d4769850,2.0
d2716915,1.0
d1418401,1.0
d4767695,1.0
d12951633,2.0
d12814397,8.0
d10257704,1.0
d10745091,1.0
d7381256,2.0
d8855240,1.0
d8066638,1.0
d5967142,1.0
d12863016,2.0
d13138355,69.0
d1044376,1.0
d12480641,3.0
d7365820,1.0
d13008769,10.0
d12944085,1.0
d13124268,32.0
d13168011,10.0
d959169,0.0
d1093698,1.0
d5928000,1.0
d9831596,5.0
d13134976,8.0
d10597222,3.0
d12333767,6.0
d13323033,9.0
d12173513,13.0
d12511265,4.0
d10044991,3.0
d2354931,1.0
d12924018,29.0
d12616105,1.0
d12829129,6.0
d12323149,3.0
d697439,1.0
d752024,1.0
d1437776,1.0
d12640836,6.0
d6892655,1.0
d3365247,1.0
d12621246,1.0
d2630257,1.0
d3842071,1.0
d12429488,4.0
d13118046,3.0
d10673544,3.0
d11535573,1.0
d12911510,1.0
d10781416,1.0
d12145665,2.0
d12430691,2.0
d7124051,2.0
d4138116,1.0
d11863669,2.0
d7314699,1.0
d7123983,1.0
d13110521,4.0
d9849074,1.0
d5603650,1.0
d12218015,2.0
d4221315,1.0
d694690,1.0
d5874770,2.0
d10763390,3.0
d12235014,5.0
d10520812,11.0
d12827306,8.0
d5509753,1.0
d1359321,1.0
d986484,1.0
d12629402,1.0
d12115169,6.0
d12448243,3.0
d13370579,7.0
d13325878,6.0
d13141931,7.0
d11805973,1.0
d10440503,2.0
d5825901,1.0
d13124587,9.0
d12200200,6.0
d12195321,4.0
d7934344,2.0
d7779011,1.0
d5313685,1.0
d12365788,1.0
d11903360,1.0
d10629933,3.0
d8506748,1.0
d12018135,1.0
d12596674,1.0
d1035132,1.0
d8339914,2.0
d4888776,1.0
d11667031,3.0
d4769994,2.0
d13073178,6.0
d10838686,1.0
d1747477,1.0
d10760483,1.0
d10335864,1.0
d12899302,1.0
d12590374,3.0
d12966411,41.0
d4259609,1.0
d8862199,2.0
d13236358,10.0
d11094480,1.0
d8463610,1.0
d10453899,1.0
d11677886,2.0
d5048802,1.0
d7303597,1.0
d13007626,1.0
d1346452,1.0
d10092998,1.0
d2307161,1.0
d4770041,1.0
d12437980,6.0
d13125675,9.0
d12029240,1.0
d981805,2.0
d945300,2.0
d12406954,1.0
d12682249,4.0
d10250645,1.0
d1051991,1.0
d11726692,1.0
d10729662,2.0
d13126274,6.0
d13196483,24.0
d1044884,1.0
d6920126,1.0
d1961665,1.0
d4769189,2.0
d13142340,10.0
d12705373,1.0
d12787416,3.0
d2514252,1.0
d12706207,80.0
d11878056,13.0
d11667056,1.0
d5949091,1.0
d12511809,1.0
d10247952,2.0
d10751007,2.0
d12357250,3.0
d5493285,1.0
d12462827,7.0
d12320797,4.0
d1344076,0.0
d13295128,150.0
d12320624,2.0
d7114413,1.0
d10353194,2.0
d12362311,8.0
d13313748,47.0
d12945716,2.0
d13153502,2.0
d11729216,2.0
d6614670,1.0
d13002809,1.0
d5851755,1.0
d8543091,3.0
d9848583,2.0
d3469308,1.0
d13222001,3.0
d716273,2.0
d12915944,2.0
d12956550,3.0
d10805589,5.0
d12946443,6.0
d5863923,2.0
d13284225,5.0
d4084875,1.0
d7112143,1.0
d12878787,1.0
d7319177,29.0
d7193135,1.0
d10766081,10.0
d5771798,2.0
d2061142,1.0
d5519160,1.0
d13171766,6.0
d12981885,8.0
d12653033,3.0
d13405584,6.0
d8606830,1.0
d8363899,1.0
d12436717,2.0
d1381384,1.0
d5817299,2.0
d12959772,1.0
d8807807,1.0
d13149199,23.0
d13135742,5.0
d7124048,2.0
d13292606,15.0
d11933039,219.0
d3374771,1.0
d10108860,1.0
d12694862,2.0
d10496201,2.0
d805474,3.0
d5121446,1.0
d10357129,2.0
d8338479,1.0
d8464894,1.0
d4352024,1.0
d9974974,1.0
d11916719,6.0
d12542786,1.0
d12158176,5.0
d12242272,3.0
d9766274,1.0
d9596611,1.0
d4453348,1.0
d7123241,1.0
d13323261,7.0
d1050549,3.0
d695131,1.0
d8682347,1.0
d11753783,1.0
d12336098,2.0
d12991592,2.0
d8341126,3.0
d3511763,4.0
d13136328,10.0
d13008588,5.0
d1967662,3.0
d13004913,25.0
d4519869,1.0
d1389472,2.0
d990772,1.0
d8768713,5.0
d10267135,1.0
d8460536,3.0
d997943,1.0
d12597937,1.0
d7653757,1.0
d11789075,3.0
d1335702,1.0
d4768953,0.0
d7123992,5.0
d12191998,4.0
d7124168,1.0
d12607828,1.0
d11916478,2.0
d12158032,9.0
d12858841,6.0
d7138244,1.0
d5270630,2.0
d13076814,7.0
d9790245,3.0
d4911420,3.0
d6353458,1.0
d10198118,2.0
d10538213,1.0
d12999419,15.0
d13417628,6.0
d5587738,1.0
d6886284,2.0
d2141891,1.0
d12123930,1.0
d10214438,1.0
d12950858,1.0
d3974453,1.0
d751627,0.0
d12692843,2.0
d8673906,3.0
d7021352,1.0
d4911023,2.0
d13200549,1.0
d13272833,1.0
d7298618,1.0
d12091192,1.0
d2705977,1.0
d13312967,65.0
d12112464,3.0
d7648873,1.0
d12926154,5.0
d13197442,27.0
d12611014,5.0
d13074167,1.0
d4226191,1.0
d7691348,1.0
d12165888,2.0
d4177590,2.0
d13219842,6.0
d7124224,1.0
d13076704,4.0
d9995787,1.0
d12947949,36.0
d2437362,1.0
d2262702,2.0
d945071,3.0
d11717682,3.0
d5523436,2.0
d7123994,1.0
d10416631,1.0
d12852541,6.0
d10243628,1.0
d12592916,377.0
d3974430,1.0
d12622341,6.0
d9730729,1.0
d10230549,1.0
d4732369,1.0
d8122532,3.0
d11280197,4.0
d12273789,6.0
d4506178,1.0
d12651842,6.0
d13138496,10.0
d7003998,1.0
d8037921,1.0
d5895382,2.0
d1335030,1.0
d10805400,8.0
d4924830,2.0
d10066656,1.0
d12612805,9.0
d9839698,2.0
d12421714,2.0
d733506,2.0
d13431184,3.0
d11768645,2.0
d3959657,0.0
d12551017,4.0
d11444722,1.0
d4833405,5.0
d8715545,4.0
d12438320,3.0
d10467092,1.0
d13154033,1.0
d11864713,6.0
d5822495,3.0
d753285,1.0
d13002134,6.0
d7690484,1.0
d12523673,9.0
d11621671,1.0
d1323406,1.0
d3295171,1.0
d12103854,3.0
d12141815,6.0
d9595693,1.0
d3258534,2.0
d13129631,1.0
d12219483,2.0
d12110249,4.0
d12316070,4.0
d13198135,27.0
d10058519,1.0
d5615803,2.0
d10537782,3.0
d6786766,6.0
d12478889,4.0
d12001755,6.0
d4769088,1.0
d6180189,1.0
d7124521,2.0
d5522937,1.0
d7315727,1.0
d13076167,1.0
d13072134,39.0
d12320440,1.0
d7278610,1.0
d8341288,2.0
d11854535,2.0
d10127178,1.0
d12975535,6.0
d4998099,3.0
d12829445,10.0
d13183971,25.0
d10834831,1.0
d12940437,3.0
d12977991,19.0
d5527449,2.0
d11624752,2.0
d12194732,4.0
d7133658,1.0
d8339788,1.0
d4262853,1.0
d8338577,1.0
d4586815,1.0
d12387279,91.0
d12786386,4.0
d9580170,1.0
d12929682,7.0
d12900993,3.0
d5823986,1.0
d12542816,3.0
d5796467,1.0
d1111157,1.0
d6525570,1.0
d6788113,1.0
d5956749,3.0
d12998325,12.0
d10716601,2.0
d12712669,6.0
d8673977,3.0
d11801708,14.0
d991312,1.0
d12632862,6.0
d9722757,2.0
d958963,1.0
d6846679,1.0
d13288399,78.0
d4723957,1.0
d10027294,8.0
d12922095,4.0
d3169970,1.0
d10831160,1.0
d1331543,0.0
d6510485,1.0
d9814441,1.0
d12861211,2.0
d12515485,1.0
d13302823,12.0
d7123209,1.0
d12356580,2.0
d1323123,1.0
d7021016,1.0
d4802168,1.0
d991656,1.0
d8552416,1.0
d2697780,1.0
d5007171,1.0
d12849016,2.0
d10132426,1.0
d12632652,26.0
d7342756,1.0
d8686804,1.0
d10301906,1.0
d7262216,14.0
d4875887,1.0
d13295201,2.0
d1829030,1.0
d8340826,1.0
d12192128,13.0
d12947402,11.0
d10542709,1.0
d11045408,1.0
d11905158,2.0
d11785143,1.0
d12476664,2.0
d10354357,1.0
d787818,1.0
d4769952,1.0
d8281800,2.0
d10807908,1.0
d7123480,1.0
d13134185,34.0
d11783417,0.0
d10374164,1.0
d12283455,1.0
d7124444,1.0
d6506997,2.0
d4769456,1.0
d12999946,3.0
d12010133,1.0
d9453464,3.0
d9745904,3.0
d964383,1.0
d7124092,3.0
d5616558,17.0
d8340159,4.0
d3514427,1.0
d12473849,4.0
d12631537,7.0
d719135,1.0
d12804740,14.0
d6601390,1.0
d12632847,1.0
d7110813,1.0
d12686116,8.0
d10506872,9.0
d4767766,2.0
d1035116,1.0
d5851564,1.0
d13147164,4.0
d4328803,1.0
d6110037,1.0
d10170400,2.0
d5794546,1.0
d12225305,1.0
d12543272,3.0
d12801498,2.0
d10027139,1.0
d4768616,1.0
d13291104,3.0
d13227835,109.0
d13075250,2.0
d11996108,1.0
d783229,3.0
d5505626,1.0
d9836714,1.0
d11822912,1.0
d7031910,2.0
d8600524,2.0
d13186462,3.0
d9989990,1.0
d7123989,1.0
d3354475,1.0
d13130630,21.0
d13503746,1.0
d12326504,1.0
d12556171,1.0
d6757866,1.0
d10297991,2.0
d12674946,1.0
d11868237,1.0
d12879374,8.0
d12998979,7.0
d4589830,1.0
d12867101,1.0
d10962087,9.0
d10783904,3.0
d12954408,9.0
d12495891,3.0
d2243373,1.0
d730158,1.0
d12626584,2.0
d11621028,1.0
d12221763,1.0
d8074379,1.0
d12143734,1.0
d10784394,2.0
d7274394,1.0
d8438032,70.0
d991085,1.0
d11489110,1.0
d5795555,2.0
d3264639,1.0
d10673098,1.0
d1081665,1.0
d12667739,4.0
d10302223,1.0
d11949500,1.0
d7123865,3.0
d11664126,3.0
d8432775,1.0
d11534991,3.0
d6385546,1.0
d1330657,1.0
d7124216,1.0
d11981372,1.0
d988032,1.0
d11331369,2.0
d10056434,6.0
d5103766,1.0
d11236008,7.0
d7685971,2.0
d5870862,2.0
d10460852,1.0
d5861809,1.0
d12622144,5.0
d6840799,0.0
d742381,1.0
d12945633,4.0
d2141180,2.0
d12343070,3.0
d896961,1.0
d12503403,6.0
d5501232,1.0
d11641294,1.0
d7789644,2.0
d1324361,1.0
d1423496,1.0
d10247976,6.0
d10840231,4.0
d4755648,1.0
d12012803,1.0
d1152116,1.0
d10746617,1.0
d1018490,2.0
d13137946,23.0
d8374201,0.0
d12614060,6.0
d694495,1.0
d7253712,1.0
d10254240,1.0
d11959983,1.0
d13187320,5.0
d5243286,2.0
d5122170,1.0
d13283799,9.0
d8482458,1.0
d4783400,1.0
d1328889,1.0
d2428921,1.0
d4581860,1.0
d11822115,2.0
d12941561,1.0
d5958006,1.0
d8460531,3.0
d10338097,3.0
d12212430,2.0
d5487276,3.0
d12871470,5.0
d5817006,2.0
d13373138,104.0
d10252532,1.0
d13481992,10.0
d12353342,5.0
d5326187,4.0
d5768846,3.0
d5827146,2.0
d8736862,1.0
d12848114,2.0
d6716427,1.0
d954447,1.0
d11711213,4.0
d11953811,86.0
d4104821,1.0
d8844334,2.0
d12814073,6.0
d13196377,50.0
d13316524,37.0
d12944877,12.0
d1216006,1.0
d12152093,6.0
d13295123,33.0
d719802,2.0
d13000895,1.0
d12811450,3.0
d11887540,1.0
d6558095,1.0
d13239532,7.0
d12899021,3.0
d12950184,4.0
d5776508,2.0
d12484546,1.0
d4050485,9.0
d4148790,1.0
d10025976,1.0
d11619603,2.0
d740168,2.0
d7999004,4.0
d7124482,2.0
d13421072,4.0
d5609015,2.0
d12711932,4.0
d5814866,3.0
d12143981,4.0
d4043779,1.0
d13154458,1.0
d10795652,2.0
d12321597,2.0
d12861342,2.0
d946740,3.0
d10151309,3.0
d5247599,1.0
d753452,1.0
d10729053,1.0
d9978314,1.0
d11932473,4.0
d11705249,3.0
d10364862,4.0
d10050679,1.0
d12655941,1.0
d3721673,1.0
d12716346,4.0
d6022580,2.0
d9729069,2.0
d12946237,9.0
d8494036,1.0
d10763125,3.0
d4723580,1.0
d3524644,1.0
d8154190,1.0
d8765683,1.0
d6405048,1.0
d12535596,10.0
d8380890,2.0
d10158548,1.0
d12932686,2.0
d3695854,1.0
d5851549,1.0
d8633173,1.0
d13219471,11.0
d991134,1.0
d3859890,1.0
d12945924,160.0
d1043860,7.0
d11739342,5.0
d10211859,1.0
d13094735,12.0
d13198034,3.0
d12925194,4.0
d3953017,1.0
d12331250,1.0
d7124150,0.0
d7713871,1.0
d12882677,6.0
d10617521,2.0
d13111916,1.0
d12234830,22.0
d12227911,3.0
d13320816,11.0
d5812335,4.0
d1035321,1.0
d13138821,18.0
d2615542,3.0
d10467138,2.0
d1035339,1.0
d4563690,1.0
d13220144,6.0
d5790321,1.0
d10878576,9.0
d10874795,1.0
d13094987,5.0
d13168333,153.0
d12396410,2.0
d1184234,1.0
d4148444,1.0
d5260140,1.0
d7271978,2.0
d10261546,1.0
d7124269,1.0
d11955490,2.0
d10789547,1.0
d11808139,4.0
d1043426,1.0
d12015306,13.0
d4823751,1.0
d3645177,0.0
d12924358,4.0
d1035119,0.0
d807728,1.0
d8333877,1.0
d12588631,3.0
d5864007,1.0
d8339828,2.0
d13323744,5.0
d4767875,1.0
d12558218,2.0
d5506953,1.0
d12817571,21.0
d12043663,5.0
d12893108,1.0
d12247125,25.0
d4924950,3.0
d12703747,5.0
d12875825,10.0
d5852490,3.0
d5600142,3.0
d12360172,3.0
d12360812,3.0
d7778326,1.0
d6452953,2.0
d12439175,5.0
d4354852,1.0
d1356203,1.0
d12794032,2.0
d7706329,1.0
d11305968,1.0
d12361770,7.0
d5220218,4.0
d11910487,1.0
d5886085,1.0
d12873363,2.0
d4163838,1.0
d12407008,7.0
d1044693,1.0
d12459712,3.0
d4082366,0.0
d11802335,1.0
d12484619,3.0
d5487087,2.0
d9459226,1.0
d9700155,1.0
d11759466,1.0
d10459894,1.0
d8040778,1.0
d8366551,1.0
d12322249,5.0
d10789325,1.0
d2569745,1.0
d5966205,1.0
d3703031,1.0
d12843304,2.0
d3562694,1.0
d718141,1.0
d4768229,2.0
d7274046,3.0
d12184090,1.0
d8581478,1.0
d4139530,1.0
d13294491,110.0
d8726179,3.0
d5285770,1.0
d4770063,1.0
d12616118,7.0
d4924028,2.0
d10675809,8.0
d13140520,1.0
d8768265,2.0
d12716391,2.0
d12322934,2.0
d11956001,3.0
d12653008,2.0
d5518528,6.0
d3682215,4.0
d1389703,1.0
d4769799,1.0
d2614499,1.0
d10229836,2.0
d13382231,1.0
d12666409,2.0
d7098136,1.0
d10129421,2.0
d8602873,1.0
d12477194,5.0
d8645941,1.0
d3440658,1.0
d12908464,19.0
d5542177,3.0
d13199355,7.0
d13221327,3.0
d10901158,5.0
d7211116,4.0
d12794670,4.0
d8341386,1.0
d4844397,1.0
d12321104,10.0
d12524614,4.0
d11716788,3.0
d12994513,26.0
d8368897,1.0
d3640273,1.0
d12903363,1.0
d10341702,1.0
d12725263,5.0
d986415,1.0
d7778457,1.0
d8471317,2.0
d13116481,2.0
d12267836,1.0
d11802029,3.0
d7604639,1.0
d12358681,13.0
d6224318,1.0
d10373462,5.0
d8614707,2.0
d6966876,2.0
d12708096,31.0
d9752090,1.0
d10172709,4.0
d13275113,4.0
d11911978,5.0
d13227872,3.0
d12992748,9.0
d10746833,1.0
d12665982,8.0
d4770182,1.0
d12029058,1.0
d12079908,7.0
d8672442,4.0
d12946349,1.0
d986416,1.0
d801050,1.0
d10305224,1.0
d13170374,9.0
d5523470,1.0
d7599778,1.0
d12632861,3.0
d10667241,1.0
d810086,3.0
d12492132,89.0
d4150098,1.0
d1341340,2.0
d13000302,8.0
d7124447,1.0
d6482168,1.0
d11809014,2.0
d12914836,6.0
d3680629,1.0
d13200350,3.0
d12378267,1.0
d8065349,1.0
d11828761,3.0
d12936715,12.0
d11857377,2.0
d10686601,4.0
d1062383,1.0
d7990861,3.0
d5487212,1.0
d4082285,1.0
d8737537,1.0
d9718684,2.0
d12950404,3.0
d718284,1.0
d10194262,1.0
d12090531,1.0
d7819987,1.0
d9561755,4.0
d12332916,19.0
d7799870,1.0
d12864736,3.0
d12712237,5.0
d12062083,7.0
d1043391,1.0
d3525392,1.0
d9596193,1.0
d13150160,4.0
d10202388,1.0
d1324495,1.0
d12187488,4.0
d12367784,8.0
d10509697,3.0
d12192143,1.0
d13076032,1.0
d1034646,1.0
d2011682,1.0
d12922003,12.0
d10547346,52.0
d13187843,15.0
d8338688,0.0
d7660750,1.0
d12903253,7.0
d12899531,4.0
d7806860,1.0
d5520987,1.0
d8762922,15.0
d8619243,5.0
d7706919,1.0
d7792232,1.0
d1014035,1.0
d12301154,83.0
d10883994,2.0
d4769815,3.0
d1044115,1.0
d4770123,1.0
d7123206,1.0
d12840888,3.0
d12718161,12.0
d12988297,6.0
d7124282,1.0
d11916527,19.0
d2181493,1.0
d720554,1.0
d12799981,10.0
d5016395,1.0
d13330252,1.0
d10425543,1.0
d11931353,1.0
d9846354,5.0
d12999410,6.0
d813998,1.0
d12480147,6.0
d12940168,16.0
d10491948,1.0
d4604132,1.0
d13116870,1.0
d13156718,5.0
d13323452,19.0
d7124084,1.0
d10353403,2.0
d2524716,1.0
d12320863,1.0
d12969140,1.0
d12725758,2.0
d12321261,2.0
d4793289,1.0
d12523722,4.0
d11637313,3.0
d13010268,35.0
d12331907,1.0
d13129440,75.0
d10818781,2.0
d12922191,15.0
d13124708,88.0
d9768658,1.0
d13283517,2.0
d5976435,2.0
d10352428,2.0
d11707917,1.0
d11909308,4.0
d1044487,1.0
d10763041,3.0
d7285453,1.0
d13195842,1.0
d12128050,1.0
d5960726,1.0
d12207211,3.0
d7123315,2.0
d10620526,1.0
d4924859,3.0
d12690988,1.0
d13236837,2.0
d12947271,8.0
d5449144,1.0
d8139050,1.0
d12682405,1.0
d1204139,1.0
d11916033,2.0
d8461858,4.0
d6623430,2.0
d743434,1.0
d12320523,1.0
d13418128,16.0
d7260354,1.0
d2660122,2.0
d12827824,11.0
d10624432,1.0
d5327378,1.0
d12269581,2.0
d13088142,3.0
d731913,1.0
d5487099,1.0
d12866425,0.0
d12730923,2.0
d10205607,1.0
d11872877,1.0
d990826,1.0
d12542756,8.0
d10292298,6.0
d12575347,1.0
d775324,1.0
d5486305,1.0
d1092696,1.0
d7932605,1.0
d10335797,1.0
d8138537,1.0
d10309121,3.0
d10819872,1.0
d3543463,1.0
d4555128,2.0
d3199762,1.0
d13307636,13.0
d9585261,1.0
d2514039,1.0
d13120933,11.0
d12866419,0.0
d5607454,10.0
d8684717,7.0
d12825960,8.0
d13298082,5.0
d5260522,1.0
d7624276,1.0
d6109156,1.0
d10167781,1.0
d10522262,3.0
d1323404,1.0
d6211432,1.0
d11891355,1.0
d11860019,1.0
d3649034,1.0
d12511629,2.0
d13197586,9.0
d12369090,11.0
d12969456,63.0
d8812909,1.0
d13237265,124.0
d12682765,1.0
d12919466,34.0
d3235738,1.0
d3847920,1.0
d11994418,6.0
d12989277,7.0
d12670403,8.0
d740221,1.0
d5122740,1.0
d11997673,5.0
d10033274,1.0
d7714322,1.0
d12594006,3.0
d8019062,1.0
d7691371,1.0
d9746758,1.0
d7677945,1.0
d3970480,4.0
d10511790,1.0
d12925825,2.0
d13341137,3.0
d13320037,6.0
d11724732,6.0
d13171763,9.0
d12596349,6.0
d4149825,1.0
d12872693,7.0
